api_id,module,kind,qualified_name,signature,file_path,start_line
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatVision,"void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,87
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::videoTasks#String (String text, String image, final List<DoubaoCommon.DoubaoVideo> videoParams)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::videoTasks,"String (String text, String image, final List<DoubaoCommon.DoubaoVideo> videoParams)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,93
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::getVideoTasksInfo#String (String taskId)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::getVideoTasksInfo,"String (String taskId)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,100
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::embeddingText#String (String[] input)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::embeddingText,"String (String[] input)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,107
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::embeddingVision#String (String text, String image)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::embeddingVision,"String (String text, String image)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,114
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::botsChat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::botsChat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,121
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::botsChat#void (List<Message> messages, Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::botsChat,"void (List<Message> messages, Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,128
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::tokenization#String (String[] text)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::tokenization,"String (String[] text)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,134
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::batchChat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::batchChat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,142
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::createContext#String (final List<Message> messages, String mode)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::createContext,"String (final List<Message> messages, String mode)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,149
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatContext#String (final List<Message> messages, String contextId)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatContext,"String (final List<Message> messages, String contextId)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,156
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatContext#void (final List<Message> messages, String contextId, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatContext,"void (final List<Message> messages, String contextId, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,163
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::imagesGenerations#String (String prompt)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::imagesGenerations,"String (String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,169
cn.hutool.ai.model.gemini::GeminiCommon#,hutool-ai,class,cn.hutool.ai.model.gemini::GeminiCommon,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,25
cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageCount#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageCount,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,28
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageCount::getCount#int ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageCount::getCount,"int ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,41
cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageSize#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageSize,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,47
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageSize::getValue#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiImageSize::getValue,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,58
cn.hutool.ai.model.gemini::GeminiCommon::GeminiAspectRatio#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiAspectRatio,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,64
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiAspectRatio::getRatio#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiAspectRatio::getRatio,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,78
cn.hutool.ai.model.gemini::GeminiCommon::GeminiPersonGeneration#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiPersonGeneration,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,85
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiPersonGeneration::getValue#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiPersonGeneration::getValue,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,97
cn.hutool.ai.model.gemini::GeminiCommon::GeminiDurationSeconds#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiDurationSeconds,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,103
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiDurationSeconds::getValue#Integer ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiDurationSeconds::getValue,"Integer ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,115
cn.hutool.ai.model.gemini::GeminiCommon::GeminiVoice#,hutool-ai,enum,cn.hutool.ai.model.gemini::GeminiCommon::GeminiVoice,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,121
"cn.hutool.ai.model.gemini::GeminiCommon::GeminiVoice::getValue#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiCommon::GeminiVoice::getValue,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiCommon.java,135
cn.hutool.ai.model.gemini::GeminiConfig#,hutool-ai,class,cn.hutool.ai.model.gemini::GeminiConfig,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiConfig.java,28
cn.hutool.ai.model.gemini::GeminiConfig::GeminiConfig#(),hutool-ai,method,cn.hutool.ai.model.gemini::GeminiConfig::GeminiConfig,(),hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiConfig.java,36
"cn.hutool.ai.model.gemini::GeminiConfig::GeminiConfig#(String apiKey)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiConfig::GeminiConfig,"(String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiConfig.java,41
"cn.hutool.ai.model.gemini::GeminiConfig::getModelName#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiConfig::getModelName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiConfig.java,46
cn.hutool.ai.model.gemini::GeminiProvider#,hutool-ai,class,cn.hutool.ai.model.gemini::GeminiProvider,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiProvider.java,28
"cn.hutool.ai.model.gemini::GeminiProvider::getServiceName#String ()",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiProvider::getServiceName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiProvider.java,30
"cn.hutool.ai.model.gemini::GeminiProvider::create#GeminiService (final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiProvider::create,"GeminiService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiProvider.java,35
cn.hutool.ai.model.gemini::GeminiService#,hutool-ai,interface,cn.hutool.ai.model.gemini::GeminiService,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiService.java,32
cn.hutool.ai.model.gemini::GeminiServiceImpl#,hutool-ai,class,cn.hutool.ai.model.gemini::GeminiServiceImpl,"",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,45
"cn.hutool.ai.model.gemini::GeminiServiceImpl::GeminiServiceImpl#(final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::GeminiServiceImpl,"(final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,53
"cn.hutool.ai.model.gemini::GeminiServiceImpl::chat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::chat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,70
"cn.hutool.ai.model.gemini::GeminiServiceImpl::chat#void (final List<Message> messages, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::chat,"void (final List<Message> messages, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,77
"cn.hutool.ai.model.gemini::GeminiServiceImpl::chatMultimodal#String (String prompt, final List<String> mediaList)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::chatMultimodal,"String (String prompt, final List<String> mediaList)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,84
"cn.hutool.ai.model.gemini::GeminiServiceImpl::chatMultimodal#void (String prompt, final List<String> mediaList, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::chatMultimodal,"void (String prompt, final List<String> mediaList, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,91
"cn.hutool.ai.model.gemini::GeminiServiceImpl::chatJson#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::chatJson,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,98
"cn.hutool.ai.model.gemini::GeminiServiceImpl::predictImage#String (String prompt)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::predictImage,"String (String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,112
"cn.hutool.ai.model.gemini::GeminiServiceImpl::predictVideo#String (String prompt)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::predictVideo,"String (String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,119
"cn.hutool.ai.model.gemini::GeminiServiceImpl::getVideoOperation#String (String operationName)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::getVideoOperation,"String (String operationName)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,126
"cn.hutool.ai.model.gemini::GeminiServiceImpl::downLoadVideo#void (String videoUri, String filePath)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::downLoadVideo,"void (String videoUri, String filePath)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,133
"cn.hutool.ai.model.gemini::GeminiServiceImpl::textToSpeech#String (String prompt)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::textToSpeech,"String (String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,149
"cn.hutool.ai.model.gemini::GeminiServiceImpl::textToSpeech#String (String prompt, String voice)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::textToSpeech,"String (String prompt, String voice)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,156
"cn.hutool.ai.model.gemini::GeminiServiceImpl::uploadFile#String (final File file)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::uploadFile,"String (final File file)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,163
"cn.hutool.ai.model.gemini::GeminiServiceImpl::addWavHeader#byte[] (final byte[] pcmData)",hutool-ai,method,cn.hutool.ai.model.gemini::GeminiServiceImpl::addWavHeader,"byte[] (final byte[] pcmData)",hutool-ai/src/main/java/cn/hutool/ai/model/gemini/GeminiServiceImpl.java,203
cn.hutool.ai.model.grok::GrokCommon#,hutool-ai,class,cn.hutool.ai.model.grok::GrokCommon,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokCommon.java,25
cn.hutool.ai.model.grok::GrokCommon::GrokVision#,hutool-ai,enum,cn.hutool.ai.model.grok::GrokCommon::GrokVision,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokCommon.java,28
"cn.hutool.ai.model.grok::GrokCommon::GrokVision::getDetail#String ()",hutool-ai,method,cn.hutool.ai.model.grok::GrokCommon::GrokVision::getDetail,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokCommon.java,40
cn.hutool.ai.model.grok::GrokConfig#,hutool-ai,class,cn.hutool.ai.model.grok::GrokConfig,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokConfig.java,28
cn.hutool.ai.model.grok::GrokConfig::GrokConfig#(),hutool-ai,method,cn.hutool.ai.model.grok::GrokConfig::GrokConfig,(),hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokConfig.java,35
"cn.hutool.ai.model.grok::GrokConfig::GrokConfig#(String apiKey)",hutool-ai,method,cn.hutool.ai.model.grok::GrokConfig::GrokConfig,"(String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokConfig.java,40
"cn.hutool.ai.model.grok::GrokConfig::getModelName#String ()",hutool-ai,method,cn.hutool.ai.model.grok::GrokConfig::getModelName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokConfig.java,45
cn.hutool.ai.model.grok::GrokProvider#,hutool-ai,class,cn.hutool.ai.model.grok::GrokProvider,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokProvider.java,28
"cn.hutool.ai.model.grok::GrokProvider::getServiceName#String ()",hutool-ai,method,cn.hutool.ai.model.grok::GrokProvider::getServiceName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokProvider.java,30
"cn.hutool.ai.model.grok::GrokProvider::create#GrokService (final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.grok::GrokProvider::create,"GrokService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokProvider.java,35
cn.hutool.ai.model.grok::GrokService#,hutool-ai,interface,cn.hutool.ai.model.grok::GrokService,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokService.java,32
cn.hutool.ai.model.grok::GrokServiceImpl#,hutool-ai,class,cn.hutool.ai.model.grok::GrokServiceImpl,"",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,38
"cn.hutool.ai.model.grok::GrokServiceImpl::GrokServiceImpl#(final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::GrokServiceImpl,"(final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,55
"cn.hutool.ai.model.grok::GrokServiceImpl::chat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::chat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,60
"cn.hutool.ai.model.grok::GrokServiceImpl::chat#void (List<Message> messages,Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::chat,"void (List<Message> messages,Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,67
"cn.hutool.ai.model.grok::GrokServiceImpl::message#String (final List<Message> messages, int maxToken)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::message,"String (final List<Message> messages, int maxToken)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,73
"cn.hutool.ai.model.grok::GrokServiceImpl::message#void (List<Message> messages, int maxToken, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::message,"void (List<Message> messages, int maxToken, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,80
"cn.hutool.ai.model.grok::GrokServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::chatVision,"String (String prompt, final List<String> images, String detail)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,86
"cn.hutool.ai.model.grok::GrokServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::chatVision,"void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,93
"cn.hutool.ai.model.grok::GrokServiceImpl::models#String ()",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::models,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,99
"cn.hutool.ai.model.grok::GrokServiceImpl::getModel#String (String modelId)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::getModel,"String (String modelId)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,105
"cn.hutool.ai.model.grok::GrokServiceImpl::languageModels#String ()",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::languageModels,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,111
"cn.hutool.ai.model.grok::GrokServiceImpl::getLanguageModel#String (String modelId)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::getLanguageModel,"String (String modelId)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,117
"cn.hutool.ai.model.grok::GrokServiceImpl::tokenizeText#String (String text)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::tokenizeText,"String (String text)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,123
"cn.hutool.ai.model.grok::GrokServiceImpl::deferredCompletion#String (String requestId)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::deferredCompletion,"String (String requestId)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,130
"cn.hutool.ai.model.grok::GrokServiceImpl::imagesGenerations#String (String prompt)",hutool-ai,method,cn.hutool.ai.model.grok::GrokServiceImpl::imagesGenerations,"String (String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/grok/GrokServiceImpl.java,136
cn.hutool.ai.model.hutool::HutoolCommon#,hutool-ai,class,cn.hutool.ai.model.hutool::HutoolCommon,"",hutool-ai/src/main/java/cn/hutool/ai/model/hutool/HutoolCommon.java,25
cn.hutool.ai.model.hutool::HutoolCommon::HutoolVision#,hutool-ai,enum,cn.hutool.ai.model.hutool::HutoolCommon::HutoolVision,"",hutool-ai/src/main/java/cn/hutool/ai/model/hutool/HutoolCommon.java,28
