api_id,module,package,tag,reason
"cn.hutool.ai.model.hutool::HutoolServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.hutool::HutoolServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.hutool::HutoolServiceImpl::tokenizeText#String (String text),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.hutool::HutoolServiceImpl::imagesGenerations#String (String prompt),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.hutool::HutoolServiceImpl::embeddingVision#String (String text, String image)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.hutool::HutoolServiceImpl::tts#InputStream (String input, final HutoolCommon.HutoolSpeech voice)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.hutool::HutoolServiceImpl::stt#String (final File file),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.hutool::HutoolServiceImpl::videoTasks#String (String text, String image, final List<HutoolCommon.HutoolVideo> videoParams)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.hutool::HutoolServiceImpl::getVideoTasksInfo#String (String taskId),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaCommon#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaCommon::OllamaFormat#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaCommon::OllamaFormat::getFormat#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaCommon::Options#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaConfig#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(String apiUrl),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaConfig::OllamaConfig#(String apiUrl, String model)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaConfig::getModelName#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaProvider#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaProvider::getServiceName#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaProvider::create#OllamaService (final AIConfig config),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaService#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::OllamaServiceImpl#(final AIConfig config),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::chat#String (final List<Message> messages),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaServiceImpl::chat#void (final List<Message> messages, final Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#String (String prompt),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#void (String prompt, Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#String (String prompt, String format)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaServiceImpl::generate#void (String prompt, String format, Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::embeddings#String (String prompt),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::listModels#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::showModel#String (String modelName),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::pullModel#String (String modelName),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.ollama::OllamaServiceImpl::deleteModel#String (String modelName),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.ollama::OllamaServiceImpl::copyModel#String (String source, String destination)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiReasoning#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiReasoning::getEffort#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiVision#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiVision::getDetail#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiSpeech#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiCommon::OpenaiSpeech::getVoice#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiConfig#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiConfig::OpenaiConfig#(),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiConfig::OpenaiConfig#(String apiKey),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiConfig::getModelName#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiProvider#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiProvider::getServiceName#String (),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiProvider::create#OpenaiService (final AIConfig config),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiService#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl#,hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::OpenaiServiceImpl#(final AIConfig config),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::chat#String (final List<Message> messages),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chat#void (List<Message> messages,Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatVision#void (String prompt, List<String> images, String detail, Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesGenerations#String (String prompt),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesEdits#String (String prompt, final File image, final File mask)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::imagesVariations#String (final File image),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::textToSpeech#InputStream (String input, final OpenaiCommon.OpenaiSpeech voice)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::speechToText#String (final File file),hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool.ai.model.openai::OpenaiServiceImpl::embeddingText#String (String input),hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::moderations#String (String text, String imgUrl)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatReasoning#String (final List<Message> messages, String reasoningEffort)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
"cn.hutool.ai.model.openai::OpenaiServiceImpl::chatReasoning#void (List<Message> messages, String reasoningEffort, Consumer<String> callback)",hutool-ai,ai.model,portable,candidate for idiomatic Rust
cn.hutool::Hutool#,hutool-all,Hutool.java,portable,candidate for idiomatic Rust
cn.hutool::Hutool::getAllUtils#Set<Class<?>> (),hutool-all,Hutool.java,portable,candidate for idiomatic Rust
cn.hutool::Hutool::printAllUtils#void (),hutool-all,Hutool.java,portable,candidate for idiomatic Rust
cn.hutool.aop::ProxyUtil#,hutool-aop,aop.ProxyUtil.java,reflection,Java reflection / dynamic proxies
"cn.hutool.aop::ProxyUtil::proxy#T (T target, Class<? extends Aspect> aspectClass)",hutool-aop,aop.ProxyUtil.java,reflection,Java reflection / dynamic proxies
"cn.hutool.aop::ProxyUtil::proxy#T (T target, Aspect aspect)",hutool-aop,aop.ProxyUtil.java,reflection,Java reflection / dynamic proxies
"cn.hutool.aop::ProxyUtil::newProxyInstance#T (ClassLoader classloader, InvocationHandler invocationHandler, Class<?>... interfaces)",hutool-aop,aop.ProxyUtil.java,reflection,Java reflection / dynamic proxies
"cn.hutool.aop::ProxyUtil::newProxyInstance#T (InvocationHandler invocationHandler, Class<?>... interfaces)",hutool-aop,aop.ProxyUtil.java,reflection,Java reflection / dynamic proxies
cn.hutool.aop.aspects::Aspect#,hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
cn.hutool.aop.aspects::SimpleAspect#,hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
"cn.hutool.aop.aspects::SimpleAspect::before#boolean (Object target, Method method, Object[] args)",hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
"cn.hutool.aop.aspects::SimpleAspect::after#boolean (Object target, Method method, Object[] args, Object returnVal)",hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
"cn.hutool.aop.aspects::SimpleAspect::afterException#boolean (Object target, Method method, Object[] args, Throwable e)",hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
cn.hutool.aop.aspects::TimeIntervalAspect#,hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
"cn.hutool.aop.aspects::TimeIntervalAspect::before#boolean (Object target, Method method, Object[] args)",hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
"cn.hutool.aop.aspects::TimeIntervalAspect::after#boolean (Object target, Method method, Object[] args, Object returnVal)",hutool-aop,aop.aspects,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::CglibInterceptor#,hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::CglibInterceptor::CglibInterceptor#(Object target, Aspect aspect)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::CglibInterceptor::getTarget#Object (),hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::CglibInterceptor::intercept#Object (Object obj, Method method, Object[] args, MethodProxy proxy)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::JdkInterceptor#,hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::JdkInterceptor::JdkInterceptor#(Object target, Aspect aspect)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::JdkInterceptor::getTarget#Object (),hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::JdkInterceptor::invoke#Object (Object proxy, Method method, Object[] args)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::SpringCglibInterceptor#,hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::SpringCglibInterceptor::SpringCglibInterceptor#(Object target, Aspect aspect)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.interceptor::SpringCglibInterceptor::getTarget#Object (),hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
"cn.hutool.aop.interceptor::SpringCglibInterceptor::intercept#Object (Object obj, Method method, Object[] args, MethodProxy proxy)",hutool-aop,aop.interceptor,portable,candidate for idiomatic Rust
cn.hutool.aop.proxy::CglibProxyFactory#,hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::CglibProxyFactory::proxy#T (T target, Aspect aspect)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
cn.hutool.aop.proxy::JdkProxyFactory#,hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::JdkProxyFactory::proxy#T (T target, Aspect aspect)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
cn.hutool.aop.proxy::ProxyFactory#,hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::ProxyFactory::proxy#T (T target, Class<? extends Aspect> aspectClass)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::ProxyFactory::proxy#T (T target, Aspect aspect)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::ProxyFactory::createProxy#T (T target, Class<? extends Aspect> aspectClass)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::ProxyFactory::createProxy#T (T target, Aspect aspect)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
cn.hutool.aop.proxy::ProxyFactory::create#ProxyFactory (),hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
cn.hutool.aop.proxy::SpringCglibProxyFactory#,hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
"cn.hutool.aop.proxy::SpringCglibProxyFactory::proxy#T (T target, Aspect aspect)",hutool-aop,aop.proxy,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitMapBloomFilter#,hutool-bloomFilter,bloomfilter.BitMapBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitMapBloomFilter::BitMapBloomFilter#(int m),hutool-bloomFilter,bloomfilter.BitMapBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitMapBloomFilter::BitMapBloomFilter#(int m, BloomFilter... filters)",hutool-bloomFilter,bloomfilter.BitMapBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitMapBloomFilter::add#boolean (String str),hutool-bloomFilter,bloomfilter.BitMapBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitMapBloomFilter::contains#boolean (String str),hutool-bloomFilter,bloomfilter.BitMapBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitSetBloomFilter#,hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitSetBloomFilter::BitSetBloomFilter#(int c, int n, int k)",hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitSetBloomFilter::init#void (String path, String charsetName)",hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitSetBloomFilter::init#void (String path, Charset charset)",hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitSetBloomFilter::add#boolean (String str),hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitSetBloomFilter::contains#boolean (String str),hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BitSetBloomFilter::getFalsePositiveProbability#double (),hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitSetBloomFilter::createHashes#int[] (String str, int hashNumber)",hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BitSetBloomFilter::hash#int (String str, int k)",hutool-bloomFilter,bloomfilter.BitSetBloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BloomFilter#,hutool-bloomFilter,bloomfilter.BloomFilter.java,portable,candidate for idiomatic Rust
cn.hutool.bloomfilter::BloomFilterUtil#,hutool-bloomFilter,bloomfilter.BloomFilterUtil.java,portable,candidate for idiomatic Rust
"cn.hutool.bloomfilter::BloomFilterUtil::createBitSet#BitSetBloomFilter (int c, int n, int k)",hutool-bloomFilter,bloomfilter.BloomFilterUtil.java,portable,candidate for idiomatic Rust
